,season,round,circuit_id,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,qualifying_time_diff
230,2015,12,monza,merhi,Spanish,manor,14,16,0,0,19,0,0,10,4.515000000000015,24,0.1810000000000116
228,2015,12,monza,button,British,mclaren,15,14,6,0,18,17,0,9,2.6610000000000014,35,-1.8540000000000134
232,2015,12,monza,alonso,Spanish,mclaren,16,18,11,0,15,17,0,9,2.757000000000005,34,0.09600000000000364
225,2015,12,monza,sainz,Spanish,toro_rosso,17,11,9,0,16,35,0,7,2.2210000000000036,21,-0.5360000000000014
226,2015,12,monza,nasr,Brazilian,sauber,17,13,16,0,13,23,0,8,2.2210000000000036,23,0.0
224,2015,12,monza,kvyat,Russian,red_bull,18,10,57,0,7,108,0,4,2.399000000000001,21,0.17799999999999727
235,2015,13,marina_bay,vettel,German,ferrari,1,1,178,2,3,270,2,2,0.0,28,
236,2015,13,marina_bay,ricciardo,Australian,red_bull,2,2,55,0,8,113,0,4,0.5430000000000064,26,0.5430000000000064
237,2015,13,marina_bay,raikkonen,Finnish,ferrari,3,3,92,0,5,270,2,2,0.7820000000000107,35,0.23900000000000432
240,2015,13,marina_bay,kvyat,Russian,red_bull,4,6,58,0,7,113,0,4,0.8600000000000136,21,0.07800000000000296
252,2015,13,marina_bay,hamilton,British,mercedes,5,18,252,7,1,451,10,1,1.4150000000000063,30,0.5549999999999926
238,2015,13,marina_bay,rosberg,German,mercedes,6,4,199,3,2,451,10,1,1.5300000000000011,30,0.11499999999999488
239,2015,13,marina_bay,bottas,Finnish,williams,7,5,91,0,6,188,0,3,1.791000000000011,26,0.2610000000000099
242,2015,13,marina_bay,max_verstappen,Dutch,toro_rosso,8,8,26,0,12,35,0,7,1.913000000000011,17,0.12199999999999989
253,2015,13,marina_bay,massa,Brazilian,williams,9,19,97,0,4,188,0,3,2.1920000000000073,34,0.27899999999999636
247,2015,13,marina_bay,grosjean,French,lotus_f1,10,13,38,0,9,50,0,6,2.528000000000006,29,0.3359999999999985
254,2015,13,marina_bay,hulkenberg,German,force_india,11,20,30,0,11,63,0,5,2.420000000000016,28,-0.10799999999998988
251,2015,13,marina_bay,alonso,Spanish,mclaren,12,17,11,0,15,17,0,9,2.443000000000012,34,0.022999999999996135
241,2015,13,marina_bay,perez,Mexican,force_india,13,7,33,0,10,63,0,5,2.5,25,0.05699999999998795
243,2015,13,marina_bay,sainz,Spanish,toro_rosso,14,9,9,0,16,35,0,7,3.0090000000000146,21,0.5090000000000146
250,2015,13,marina_bay,button,British,mclaren,15,16,6,0,18,17,0,9,3.1340000000000146,35,0.125
244,2015,13,marina_bay,nasr,Brazilian,sauber,16,10,16,0,13,25,0,8,3.0800000000000125,23,-0.054000000000002046
245,2015,13,marina_bay,ericsson,Swedish,sauber,17,11,9,0,17,25,0,8,3.203000000000003,25,0.12299999999999045
246,2015,13,marina_bay,maldonado,Venezuelan,lotus_f1,18,12,12,0,14,50,0,6,3.4380000000000166,30,0.23500000000001364
249,2015,13,marina_bay,stevens,British,manor,19,15,0,0,20,0,0,10,7.13600000000001,24,3.6979999999999933
248,2015,13,marina_bay,rossi,American,manor,20,14,0,0,0,0,0,10,7.638000000000005,23,0.5019999999999953
256,2015,14,suzuka,rosberg,German,mercedes,1,2,211,3,2,463,10,1,0.0,30,
255,2015,14,suzuka,hamilton,British,mercedes,2,1,252,7,1,463,10,1,0.0759999999999934,30,0.0759999999999934
259,2015,14,suzuka,bottas,Finnish,williams,3,5,101,0,5,198,0,3,0.4399999999999977,26,0.3640000000000043
257,2015,14,suzuka,vettel,German,ferrari,4,3,203,3,3,310,3,2,0.6610000000000014,28,0.22100000000000364
270,2015,14,suzuka,massa,Brazilian,williams,5,17,97,0,6,198,0,3,0.7530000000000001,34,0.09199999999999875
258,2015,14,suzuka,raikkonen,Finnish,ferrari,6,4,107,0,4,310,3,2,0.7630000000000052,35,0.010000000000005116
268,2015,14,suzuka,ricciardo,Australian,red_bull,7,15,73,0,7,139,0,4,0.9129999999999967,26,0.14999999999999147
261,2015,14,suzuka,grosjean,French,lotus_f1,8,7,38,0,10,50,0,6,1.3829999999999956,29,0.46999999999999886
264,2015,14,suzuka,sainz,Spanish,toro_rosso,10,10,11,0,16,41,0,7,1.8689999999999998,21,0.4860000000000042
262,2015,14,suzuka,maldonado,Venezuelan,lotus_f1,11,8,12,0,14,50,0,6,1.9129999999999967,30,0.04399999999999693
265,2015,14,suzuka,alonso,Spanish,mclaren,12,11,11,0,15,17,0,9,2.2009999999999934,34,0.2879999999999967
260,2015,14,suzuka,hulkenberg,German,force_india,13,6,30,0,12,69,0,5,1.8059999999999974,28,-0.394999999999996
269,2015,14,suzuka,button,British,mclaren,14,16,6,0,18,17,0,9,3.0799999999999983,35,1.274000000000001
267,2015,14,suzuka,ericsson,Swedish,sauber,15,14,9,0,17,26,0,8,3.0889999999999986,25,0.009000000000000341
273,2015,14,suzuka,nasr,Brazilian,sauber,16,20,17,0,13,26,0,8,3.1759999999999877,23,0.08699999999998909
272,2015,14,suzuka,stevens,British,manor,18,19,0,0,20,0,0,10,6.198999999999998,24,3.0230000000000103
271,2015,14,suzuka,rossi,American,manor,19,18,0,0,21,0,0,10,14.530000000000001,24,8.331000000000003
292,2015,15,sochi,rosberg,German,mercedes,1,18,229,3,2,506,11,1,0.0,30,
274,2015,15,sochi,hamilton,British,mercedes,2,1,277,8,1,506,11,1,0.3199999999999932,30,0.3199999999999932
285,2015,15,sochi,bottas,Finnish,williams,3,12,111,0,5,208,0,3,0.7990000000000066,26,0.4790000000000134
275,2015,15,sochi,vettel,German,ferrari,4,2,218,3,3,337,3,2,0.8520000000000039,28,0.05299999999999727
281,2015,15,sochi,raikkonen,Finnish,ferrari,5,8,119,0,4,337,3,2,1.2349999999999994,35,0.38299999999999557
293,2015,15,sochi,hulkenberg,German,force_india,6,19,38,0,11,77,0,5,1.5459999999999923,28,0.31099999999999284
276,2015,15,sochi,perez,Mexican,force_india,7,3,39,0,10,77,0,5,1.578000000000003,25,0.03200000000001069
291,2015,15,sochi,grosjean,French,lotus_f1,8,17,44,0,9,60,0,6,1.6740000000000066,29,0.09600000000000364
283,2015,15,sochi,max_verstappen,Dutch,toro_rosso,9,10,32,0,12,44,0,7,1.811000000000007,18,0.13700000000000045
289,2015,15,sochi,ricciardo,Australian,red_bull,10,15,73,0,7,139,0,4,2.615000000000009,26,0.804000000000002
278,2015,15,sochi,kvyat,Russian,red_bull,11,5,66,0,8,139,0,4,2.100999999999999,21,-0.51400000000001
279,2015,15,sochi,nasr,Brazilian,sauber,12,6,17,0,13,26,0,8,2.210000000000008,23,0.10900000000000887
282,2015,15,sochi,button,British,mclaren,13,9,6,0,18,17,0,9,2.6500000000000057,35,0.4399999999999977
280,2015,15,sochi,maldonado,Venezuelan,lotus_f1,14,7,16,0,14,60,0,6,2.6980000000000075,30,0.04800000000000182
277,2015,15,sochi,massa,Brazilian,williams,15,4,97,0,6,208,0,3,2.7820000000000107,34,0.08400000000000318
287,2015,15,sochi,stevens,British,manor,17,14,0,0,20,0,0,10,6.579999999999998,24,3.7979999999999876
288,2015,15,sochi,ericsson,Swedish,sauber,17,20,9,0,17,26,0,8,6.579999999999998,25,0.0
286,2015,15,sochi,merhi,Spanish,manor,18,13,0,0,19,0,0,10,6.6910000000000025,24,0.1110000000000042
284,2015,15,sochi,alonso,Spanish,mclaren,19,11,11,0,16,17,0,9,3.031000000000006,34,-3.6599999999999966
295,2015,16,americas,rosberg,German,mercedes,1,2,229,3,3,531,12,1,0.0,30,
294,2015,16,americas,hamilton,British,mercedes,2,1,302,9,1,531,12,1,0.10500000000000398,30,0.10500000000000398
303,2015,16,americas,ricciardo,Australian,red_bull,3,10,73,0,8,149,0,4,1.144999999999996,26,1.039999999999992
306,2015,16,americas,kvyat,Russian,red_bull,4,13,76,0,7,149,0,4,1.6099999999999994,21,0.4650000000000034
298,2015,16,americas,perez,Mexican,force_india,5,5,54,0,9,92,0,5,2.38600000000001,25,0.7760000000000105
307,2015,16,americas,hulkenberg,German,force_india,6,14,38,0,11,92,0,5,2.5090000000000003,28,0.12299999999999045
310,2015,16,americas,massa,Brazilian,williams,7,17,109,0,6,220,0,3,3.174999999999997,34,0.6659999999999968
297,2015,16,americas,max_verstappen,Dutch,toro_rosso,8,4,33,0,12,45,0,7,3.375,18,0.20000000000000284
304,2015,16,americas,alonso,Spanish,mclaren,9,11,11,0,16,19,0,9,3.4410000000000025,34,0.0660000000000025
311,2015,16,americas,grosjean,French,lotus_f1,10,18,44,0,10,66,0,6,3.771000000000001,29,0.3299999999999983
299,2015,16,americas,button,British,mclaren,11,6,8,0,18,19,0,9,4.369,35,0.597999999999999
301,2015,16,americas,maldonado,Venezuelan,lotus_f1,12,8,22,0,14,66,0,6,4.780000000000001,30,0.41100000000000136
296,2015,16,americas,vettel,German,ferrari,13,3,236,3,2,359,3,2,1.7720000000000056,28,-3.0079999999999956
308,2015,16,americas,ericsson,Swedish,sauber,14,15,9,0,17,34,0,8,5.388000000000005,25,3.6159999999999997
302,2015,16,americas,nasr,Brazilian,sauber,15,9,25,0,13,34,0,8,6.3700000000000045,23,0.9819999999999993
312,2015,16,americas,bottas,Finnish,williams,16,19,111,0,5,220,0,3,3.510000000000005,26,-2.8599999999999994
305,2015,16,americas,rossi,American,manor,17,12,0,0,21,0,0,10,7.352000000000004,24,3.8419999999999987
309,2015,16,americas,raikkonen,Finnish,ferrari,18,16,123,0,4,359,3,2,2.879000000000005,36,-4.472999999999999
313,2015,16,americas,stevens,British,manor,19,20,0,0,20,0,0,10,7.701999999999998,24,4.822999999999993
300,2015,16,americas,sainz,Spanish,toro_rosso,20,7,12,0,15,45,0,7,10.480000000000004,21,2.778000000000006
314,2015,17,rodriguez,rosberg,German,mercedes,1,1,247,3,3,574,13,1,0.0,30,
315,2015,17,rodriguez,hamilton,British,mercedes,2,2,327,10,1,574,13,1,0.1880000000000024,30,0.1880000000000024
331,2015,17,rodriguez,vettel,German,ferrari,3,18,251,3,2,374,3,2,0.36999999999999034,28,0.18199999999998795
317,2015,17,rodriguez,kvyat,Russian,red_bull,4,4,76,0,7,150,0,4,0.9179999999999922,21,0.5480000000000018
318,2015,17,rodriguez,ricciardo,Australian,red_bull,5,5,74,0,8,150,0,4,0.9189999999999969,26,0.0010000000000047748
316,2015,17,rodriguez,bottas,Finnish,williams,6,3,111,0,5,220,0,3,0.9680000000000035,26,0.049000000000006594
319,2015,17,rodriguez,massa,Brazilian,williams,7,6,109,0,6,220,0,3,1.0870000000000033,34,0.11899999999999977
322,2015,17,rodriguez,max_verstappen,Dutch,toro_rosso,8,9,45,0,10,63,0,7,1.230000000000004,18,0.14300000000000068
321,2015,17,rodriguez,perez,Mexican,force_india,9,8,64,0,9,102,0,5,1.2360000000000042,25,0.006000000000000227
320,2015,17,rodriguez,hulkenberg,German,force_india,10,7,38,0,12,102,0,5,1.3079999999999927,28,0.07199999999998852
326,2015,17,rodriguez,sainz,Spanish,toro_rosso,11,13,18,0,15,63,0,7,1.4620000000000033,21,0.15400000000001057
323,2015,17,rodriguez,grosjean,French,lotus_f1,12,10,44,0,11,70,0,6,1.5579999999999927,29,0.09599999999998943
324,2015,17,rodriguez,maldonado,Venezuelan,lotus_f1,13,11,26,0,14,70,0,6,1.7809999999999917,30,0.22299999999999898
325,2015,17,rodriguez,ericsson,Swedish,sauber,14,12,9,0,18,36,0,8,2.063999999999993,25,0.28300000000000125
330,2015,17,rodriguez,nasr,Brazilian,sauber,15,17,27,0,13,36,0,8,2.3079999999999927,23,0.24399999999999977
328,2015,17,rodriguez,rossi,American,manor,16,15,0,0,20,0,0,10,4.655999999999992,24,2.347999999999999
329,2015,17,rodriguez,stevens,British,manor,17,16,0,0,21,0,0,10,4.905999999999992,24,0.25
333,2015,17,rodriguez,alonso,Spanish,mclaren,18,20,11,0,17,27,0,9,2.2989999999999924,34,-2.6069999999999993
332,2015,17,rodriguez,raikkonen,Finnish,ferrari,19,19,123,0,4,374,3,2,3.013999999999996,36,0.7150000000000034
334,2015,18,interlagos,rosberg,German,mercedes,1,1,272,4,2,617,14,1,0.0,30,
335,2015,18,interlagos,hamilton,British,mercedes,2,2,345,10,1,617,14,1,0.07800000000000296,30,0.07800000000000296
336,2015,18,interlagos,vettel,German,ferrari,3,3,251,3,3,374,3,2,0.5220000000000056,28,0.4440000000000026
337,2015,18,interlagos,raikkonen,Finnish,ferrari,4,4,123,0,5,374,3,2,0.862000000000009,36,0.3400000000000034
339,2015,18,interlagos,hulkenberg,German,force_india,5,6,44,0,12,112,0,5,0.9830000000000041,28,0.12099999999999511
340,2015,18,interlagos,kvyat,Russian,red_bull,6,7,88,0,7,172,0,4,1.0400000000000063,21,0.05700000000000216
338,2015,18,interlagos,bottas,Finnish,williams,7,5,126,0,4,243,0,3,0.8030000000000115,26,-0.23699999999999477
353,2015,18,interlagos,massa,Brazilian,williams,8,20,117,0,6,243,0,3,1.1329999999999956,34,0.3299999999999841
342,2015,18,interlagos,max_verstappen,Dutch,toro_rosso,9,9,47,0,10,65,0,7,1.4570000000000078,18,0.3240000000000123
352,2015,18,interlagos,sainz,Spanish,toro_rosso,10,19,18,0,15,65,0,7,1.7630000000000052,21,0.3059999999999974
345,2015,18,interlagos,perez,Mexican,force_india,11,12,68,0,9,112,0,5,1.865000000000009,25,0.10200000000000387
349,2015,18,interlagos,ericsson,Swedish,sauber,12,16,9,0,18,36,0,8,1.9510000000000076,25,0.08599999999999852
346,2015,18,interlagos,nasr,Brazilian,sauber,13,13,27,0,13,36,0,8,1.7070000000000078,23,-0.24399999999999977
341,2015,18,interlagos,grosjean,French,lotus_f1,14,8,45,0,11,71,0,6,2.6310000000000002,29,0.9239999999999924
343,2015,18,interlagos,maldonado,Venezuelan,lotus_f1,15,10,26,0,14,71,0,6,2.1030000000000086,30,-0.5279999999999916
347,2015,18,interlagos,button,British,mclaren,16,14,16,0,16,27,0,9,2.1430000000000007,35,0.03999999999999204
351,2015,18,interlagos,rossi,American,manor,17,18,0,0,20,0,0,10,4.869,24,2.725999999999999
350,2015,18,interlagos,stevens,British,manor,18,17,0,0,21,0,0,10,5.001000000000005,24,0.132000000000005
344,2015,18,interlagos,ricciardo,Australian,red_bull,19,11,84,0,8,172,0,4,1.1350000000000051,26,-3.8659999999999997
354,2015,19,yas_marina,rosberg,German,mercedes,1,1,297,5,2,660,15,1,0.0,30,
355,2015,19,yas_marina,hamilton,British,mercedes,2,2,363,10,1,660,15,1,0.37700000000000955,30,0.37700000000000955
356,2015,19,yas_marina,raikkonen,Finnish,ferrari,3,3,135,0,5,401,3,2,0.8140000000000072,36,0.4369999999999976
358,2015,19,yas_marina,perez,Mexican,force_india,4,5,68,0,9,120,0,5,0.9470000000000027,25,0.13299999999999557
359,2015,19,yas_marina,ricciardo,Australian,red_bull,5,6,84,0,8,178,0,4,1.2070000000000078,26,0.2600000000000051
366,2015,19,yas_marina,bottas,Finnish,williams,6,13,136,0,4,253,0,3,1.4190000000000111,26,0.2120000000000033
360,2015,19,yas_marina,hulkenberg,German,force_india,7,7,52,0,10,120,0,5,1.4490000000000123,28,0.030000000000001137
361,2015,19,yas_marina,massa,Brazilian,williams,8,8,117,0,6,253,0,3,1.5220000000000056,34,0.07299999999999329
363,2015,19,yas_marina,kvyat,Russian,red_bull,9,10,94,0,7,178,0,4,1.695999999999998,21,0.17399999999999238
364,2015,19,yas_marina,sainz,Spanish,toro_rosso,10,11,18,0,15,67,0,7,2.4710000000000036,21,0.7750000000000057
369,2015,19,yas_marina,max_verstappen,Dutch,toro_rosso,11,16,49,0,12,67,0,7,2.284000000000006,18,-0.1869999999999976
365,2015,19,yas_marina,button,British,mclaren,12,12,16,0,16,27,0,9,2.4310000000000116,35,0.14700000000000557
372,2015,19,yas_marina,maldonado,Venezuelan,lotus_f1,13,20,27,0,14,76,0,6,2.5700000000000074,30,0.1389999999999958
368,2015,19,yas_marina,nasr,Brazilian,sauber,14,15,27,0,13,36,0,8,3.3770000000000095,23,0.8070000000000022
357,2015,19,yas_marina,vettel,German,ferrari,15,4,266,3,3,401,3,2,2.7040000000000077,28,-0.6730000000000018
370,2015,19,yas_marina,alonso,Spanish,mclaren,16,17,11,0,17,27,0,9,2.950000000000003,34,0.2459999999999951
367,2015,19,yas_marina,ericsson,Swedish,sauber,17,14,9,0,18,36,0,8,3.600999999999999,25,0.6509999999999962
371,2015,19,yas_marina,stevens,British,manor,19,18,0,0,21,0,0,10,6.060000000000002,24,2.459000000000003
374,2016,1,albert_park,hamilton,British,mercedes,1,2,0,0,0,0,0,0,0.0,31,
373,2016,1,albert_park,rosberg,German,mercedes,2,1,0,0,0,0,0,0,0.35999999999999943,30,0.35999999999999943
375,2016,1,albert_park,vettel,German,ferrari,3,3,0,0,0,0,0,0,0.8379999999999939,28,0.47799999999999443
390,2016,1,albert_park,raikkonen,Finnish,ferrari,4,18,0,0,0,0,0,0,1.195999999999998,36,0.3580000000000041
382,2016,1,albert_park,max_verstappen,Dutch,toro_rosso,5,10,0,0,0,0,0,0,1.5969999999999942,18,0.40099999999999625
377,2016,1,albert_park,massa,Brazilian,williams,6,5,0,0,0,0,0,0,1.6209999999999951,34,0.02400000000000091
381,2016,1,albert_park,sainz,Spanish,toro_rosso,7,9,0,0,0,0,0,0,1.7449999999999903,21,0.12399999999999523
376,2016,1,albert_park,ricciardo,Australian,red_bull,8,4,0,0,0,0,0,0,1.7519999999999953,26,0.007000000000005002
385,2016,1,albert_park,perez,Mexican,force_india,9,13,0,0,0,0,0,0,1.9159999999999968,26,0.16400000000000148
379,2016,1,albert_park,hulkenberg,German,force_india,10,7,0,0,0,0,0,0,2.0279999999999916,28,0.11199999999999477
393,2016,1,albert_park,alonso,Spanish,mclaren,11,21,0,0,0,0,0,0,2.2879999999999967,34,0.2600000000000051
386,2016,1,albert_park,button,British,mclaren,12,14,0,0,0,0,0,0,2.4669999999999987,36,0.17900000000000205
383,2016,1,albert_park,jolyon_palmer,British,renault,13,11,0,0,0,0,0,0,3.763999999999996,25,1.296999999999997
384,2016,1,albert_park,kevin_magnussen,Danish,renault,14,12,0,0,0,0,0,0,3.905000000000001,23,0.14100000000000534
389,2016,1,albert_park,ericsson,Swedish,sauber,15,17,0,0,0,0,0,0,3.597999999999999,25,-0.30700000000000216
380,2016,1,albert_park,bottas,Finnish,williams,16,8,0,0,0,0,0,0,2.1239999999999952,26,-1.4740000000000038
387,2016,1,albert_park,nasr,Brazilian,sauber,17,15,0,0,0,0,0,0,4.120999999999995,23,1.9969999999999999
394,2016,1,albert_park,kvyat,Russian,red_bull,18,22,0,0,0,0,0,0,4.168999999999997,21,0.04800000000000182
378,2016,1,albert_park,grosjean,French,haas,19,6,0,0,0,0,0,0,4.484999999999999,29,0.3160000000000025
392,2016,1,albert_park,gutierrez,Mexican,haas,20,20,0,0,0,0,0,0,5.768999999999991,24,1.2839999999999918
388,2016,1,albert_park,wehrlein,German,manor,21,16,0,0,0,0,0,0,5.804999999999993,21,0.036000000000001364
391,2016,1,albert_park,haryanto,Indonesian,manor,22,19,0,0,0,0,0,0,5.789999999999992,23,-0.015000000000000568
397,2016,2,bahrain,hamilton,British,mercedes,1,3,18,0,2,43,1,1,0.0,31,
395,2016,2,bahrain,rosberg,German,mercedes,2,1,25,1,1,43,1,1,0.07699999999999818,30,0.07699999999999818
414,2016,2,bahrain,vettel,German,ferrari,3,21,15,0,3,15,0,2,0.5190000000000055,28,0.4420000000000073
396,2016,2,bahrain,raikkonen,Finnish,ferrari,4,2,0,0,18,15,0,2,0.7510000000000048,36,0.23199999999999932
398,2016,2,bahrain,ricciardo,Australian,red_bull,5,4,12,0,4,12,0,4,1.3610000000000042,26,0.6099999999999994
403,2016,2,bahrain,bottas,Finnish,williams,6,9,4,0,8,14,0,3,1.6599999999999966,26,0.2989999999999924
402,2016,2,bahrain,massa,Brazilian,williams,7,8,10,0,5,14,0,3,1.6620000000000061,34,0.0020000000000095497
408,2016,2,bahrain,hulkenberg,German,force_india,8,15,6,0,7,6,0,6,2.1270000000000095,28,0.4650000000000034
399,2016,2,bahrain,grosjean,French,haas,9,5,8,0,6,8,0,5,2.2630000000000052,29,0.13599999999999568
400,2016,2,bahrain,max_verstappen,Dutch,toro_rosso,10,6,1,0,10,3,0,7,2.2789999999999964,18,0.015999999999991132
411,2016,2,bahrain,sainz,Spanish,toro_rosso,11,18,2,0,9,3,0,7,2.3230000000000075,21,0.04400000000001114
404,2016,2,bahrain,vandoorne,Belgian,mclaren,12,10,0,0,0,0,0,9,2.4410000000000025,24,0.117999999999995
412,2016,2,bahrain,gutierrez,Mexican,haas,13,19,0,0,20,8,0,5,2.451999999999998,24,0.01099999999999568
413,2016,2,bahrain,button,British,mclaren,14,20,0,0,14,0,0,9,2.5050000000000097,36,0.05300000000001148
401,2016,2,bahrain,kvyat,Russian,red_bull,15,7,0,0,22,12,0,4,2.7480000000000047,21,0.242999999999995
406,2016,2,bahrain,wehrlein,German,manor,16,13,0,0,16,0,0,11,3.3130000000000024,21,0.5649999999999977
405,2016,2,bahrain,ericsson,Swedish,sauber,17,12,0,0,17,0,0,10,3.3470000000000084,25,0.034000000000006025
409,2016,2,bahrain,perez,Mexican,force_india,18,16,0,0,13,6,0,6,3.4180000000000064,26,0.07099999999999795
415,2016,2,bahrain,jolyon_palmer,British,renault,19,22,0,0,11,0,0,8,3.9450000000000074,25,0.527000000000001
410,2016,2,bahrain,haryanto,Indonesian,manor,20,17,0,0,19,0,0,11,4.697000000000003,23,0.7519999999999953
407,2016,2,bahrain,nasr,Brazilian,sauber,21,14,0,0,15,0,0,10,4.89500000000001,23,0.1980000000000075
416,2016,3,shanghai,rosberg,German,mercedes,1,1,50,2,1,83,2,1,0.0,30,
419,2016,3,shanghai,ricciardo,Australian,red_bull,2,4,24,0,3,30,0,3,0.5150000000000006,26,0.5150000000000006
420,2016,3,shanghai,raikkonen,Finnish,ferrari,3,5,18,0,4,33,0,2,0.5700000000000074,36,0.05500000000000682
417,2016,3,shanghai,vettel,German,ferrari,4,2,15,0,6,33,0,2,0.8440000000000083,28,0.2740000000000009
425,2016,3,shanghai,bottas,Finnish,williams,5,10,6,0,11,20,0,4,0.8939999999999912,26,0.04999999999998295
418,2016,3,shanghai,kvyat,Russian,red_bull,6,3,6,0,10,30,0,3,0.9969999999999999,21,0.10300000000000864
426,2016,3,shanghai,perez,Mexican,force_india,7,11,0,0,17,6,0,7,1.463000000000008,26,0.4660000000000082
424,2016,3,shanghai,sainz,Spanish,toro_rosso,8,9,2,0,12,11,0,6,1.4789999999999992,21,0.015999999999991132
423,2016,3,shanghai,max_verstappen,Dutch,toro_rosso,9,8,9,0,8,11,0,6,1.7920000000000016,18,0.3130000000000024
421,2016,3,shanghai,massa,Brazilian,williams,10,6,14,0,7,20,0,4,1.9450000000000074,34,0.1530000000000058
427,2016,3,shanghai,alonso,Spanish,mclaren,11,12,0,0,23,1,0,8,3.4239999999999924,34,1.478999999999985
428,2016,3,shanghai,button,British,mclaren,12,13,0,0,20,1,0,8,3.6910000000000025,36,0.2670000000000101
434,2016,3,shanghai,grosjean,French,haas,14,19,18,0,5,18,0,5,4.427999999999997,30,0.7369999999999948
431,2016,3,shanghai,ericsson,Swedish,sauber,15,16,0,0,16,0,0,10,5.339999999999989,25,0.9119999999999919
435,2016,3,shanghai,nasr,Brazilian,sauber,16,20,0,0,19,0,0,10,7.028000000000006,23,1.6880000000000166
432,2016,3,shanghai,kevin_magnussen,Danish,renault,17,17,0,0,14,0,0,9,3.271000000000001,23,-3.757000000000005
429,2016,3,shanghai,gutierrez,Mexican,haas,18,14,0,0,22,18,0,5,3.368000000000009,24,0.09700000000000841
437,2016,3,shanghai,jolyon_palmer,British,renault,19,22,0,0,15,0,0,9,4.125999999999991,25,0.7579999999999814
436,2016,3,shanghai,haryanto,Indonesian,manor,20,21,0,0,21,0,0,11,4.862000000000009,23,0.7360000000000184
438,2016,4,sochi,rosberg,German,mercedes,1,1,75,3,1,114,3,1,0.0,30,
441,2016,4,sochi,bottas,Finnish,williams,2,4,7,0,10,29,0,4,1.1189999999999998,26,1.1189999999999998
440,2016,4,sochi,raikkonen,Finnish,ferrari,3,3,28,0,5,61,0,2,1.2459999999999951,36,0.12699999999999534
442,2016,4,sochi,massa,Brazilian,williams,4,5,22,0,6,29,0,4,1.5989999999999895,35,0.35299999999999443
448,2016,4,sochi,ricciardo,Australian,red_bull,5,11,36,0,3,57,0,3,1.7079999999999984,26,0.10900000000000887
446,2016,4,sochi,perez,Mexican,force_india,6,9,0,0,15,6,0,7,1.7950000000000017,26,0.0870000000000033
457,2016,4,sochi,vettel,German,ferrari,7,20,33,0,4,61,0,2,0.7059999999999889,28,-1.0890000000000128
452,2016,4,sochi,kvyat,Russian,red_bull,8,15,21,0,7,57,0,3,2.0420000000000016,22,1.3360000000000127
